Timestamp,X,Y,Z
2025-02-12 23:13:03,452.2679,270.0262,-345.4
2025-02-12 23:13:04,453.535,273.5638,-345.4
2025-02-12 23:13:06,450.4667,269.114,-345.4
2025-02-12 23:13:09,451.2003,273.0298,-345.4
2025-02-12 23:18:12,0.3780293,0.4549114,0
2025-02-12 23:18:13,-4.491874,3.36947,0
2025-02-12 23:18:17,1.400931,1.344853,0
2025-02-12 23:18:19,-3.202128,-0.679764,0
2025-02-12 23:18:20,3.001994,1.211361,0
2025-02-12 23:18:22,-4.180555,3.725445,0
